,horizontalDifference,trial
0,9.564788818359375,vp16_0_Session2_d02_b01_1
1,9.564788818359375,vp16_0_Session2_d02_b01_1
2,9.564788818359375,vp16_0_Session2_d02_b01_1
0,10.53509521484375,vp16_1_Session2_d02_b01_2
1,10.53509521484375,vp16_1_Session2_d02_b01_2
2,10.53509521484375,vp16_1_Session2_d02_b01_2
0,-6.21746826171875,vp16_2_Session2_d02_b01_3
1,-6.21746826171875,vp16_2_Session2_d02_b01_3
2,-6.21746826171875,vp16_2_Session2_d02_b01_3
0,29.150146484375,vp16_3_Session2_d02_b01_4
1,29.150146484375,vp16_3_Session2_d02_b01_4
2,29.150146484375,vp16_3_Session2_d02_b01_4
0,21.294036865234375,vp16_5_Session2_d02_b01_6
1,21.294036865234375,vp16_5_Session2_d02_b01_6
2,21.294036865234375,vp16_5_Session2_d02_b01_6
3,7.961273193359375,vp16_5_Session2_d02_b01_6
4,7.961273193359375,vp16_5_Session2_d02_b01_6
5,7.961273193359375,vp16_5_Session2_d02_b01_6
0,30.618072509765625,vp16_6_Session2_d02_b01_7
1,30.618072509765625,vp16_6_Session2_d02_b01_7
2,30.618072509765625,vp16_6_Session2_d02_b01_7
0,23.974884033203125,vp16_7_Session2_d02_b01_8
1,23.974884033203125,vp16_7_Session2_d02_b01_8
2,23.974884033203125,vp16_7_Session2_d02_b01_8
0,-1.603515625,vp16_8_Session2_d02_b01_9
1,-1.603515625,vp16_8_Session2_d02_b01_9
2,-1.603515625,vp16_8_Session2_d02_b01_9
0,27.3704833984375,vp16_9_Session2_d02_b01_10
1,27.3704833984375,vp16_9_Session2_d02_b01_10
2,27.3704833984375,vp16_9_Session2_d02_b01_10
0,7.876953125,vp16_10_Session2_d02_b01_11
1,7.876953125,vp16_10_Session2_d02_b01_11
2,7.876953125,vp16_10_Session2_d02_b01_11
0,-54.460357666015625,vp16_11_Session2_d02_b01_12
1,-54.460357666015625,vp16_11_Session2_d02_b01_12
2,-54.460357666015625,vp16_11_Session2_d02_b01_12
0,2.141815185546875,vp16_12_Session2_d02_b01_13
1,2.141815185546875,vp16_12_Session2_d02_b01_13
2,2.141815185546875,vp16_12_Session2_d02_b01_13
0,0.503326416015625,vp16_14_Session2_d02_b01_15
1,0.503326416015625,vp16_14_Session2_d02_b01_15
2,0.503326416015625,vp16_14_Session2_d02_b01_15
0,0.218963623046875,vp16_16_Session2_d02_b01_17
1,0.218963623046875,vp16_16_Session2_d02_b01_17
2,0.218963623046875,vp16_16_Session2_d02_b01_17
0,-44.247894287109375,vp16_17_Session2_d02_b01_18
1,-44.247894287109375,vp16_17_Session2_d02_b01_18
2,-44.247894287109375,vp16_17_Session2_d02_b01_18
0,31.28607177734375,vp16_18_Session2_d02_b01_19
1,31.28607177734375,vp16_18_Session2_d02_b01_19
